timestamp,ALLSKY_SFC_SW_DWN_Wh_m2,date,hour,T2M_C,WS10M_m_s
2024-03-28 08:00:00,417.29,2024-03-28,8,25.69,3.8
2024-03-28 09:00:00,578.47,2024-03-28,9,27.12,3.54
2024-03-28 10:00:00,714.35,2024-03-28,10,28.44,3.28
2024-03-28 11:00:00,798.41,2024-03-28,11,29.58,3.04
2024-03-28 12:00:00,803.34,2024-03-28,12,30.46,2.83
2024-03-28 13:00:00,724.52,2024-03-28,13,31.0,2.67
2024-03-28 14:00:00,585.25,2024-03-28,14,31.19,2.57
2024-03-28 15:00:00,417.29,2024-03-28,15,31.0,2.54
2024-03-28 16:00:00,241.26,2024-03-28,16,30.46,2.57
2024-03-28 17:00:00,72.75,2024-03-28,17,29.58,2.67
2024-03-28 18:00:00,0.0,2024-03-28,18,28.44,2.83
2024-03-28 19:00:00,0.0,2024-03-28,19,27.12,3.04
2024-03-28 20:00:00,0.0,2024-03-28,20,25.69,3.28
2024-03-28 21:00:00,0.0,2024-03-28,21,24.27,3.54
2024-03-28 22:00:00,0.0,2024-03-28,22,22.94,3.8
2024-03-28 23:00:00,0.0,2024-03-28,23,21.8,4.04
2024-03-29 00:00:00,0.0,2024-03-29,0,21.49,4.3
2024-03-29 01:00:00,0.0,2024-03-29,1,20.94,4.46
2024-03-29 02:00:00,0.0,2024-03-29,2,20.76,4.56
2024-03-29 03:00:00,0.0,2024-03-29,3,20.94,4.6
2024-03-29 04:00:00,0.0,2024-03-29,4,21.49,4.56
2024-03-29 05:00:00,0.0,2024-03-29,5,22.37,4.46
2024-03-29 06:00:00,74.42,2024-03-29,6,23.51,4.3
2024-03-29 07:00:00,245.03,2024-03-29,7,24.83,4.1
2024-03-29 08:00:00,427.84,2024-03-29,8,26.26,3.86
2024-03-29 09:00:00,603.62,2024-03-29,9,27.68,3.6
2024-03-29 10:00:00,744.1,2024-03-29,10,29.01,3.34
2024-03-29 11:00:00,815.53,2024-03-29,11,30.15,3.1
2024-03-29 12:00:00,801.68,2024-03-29,12,31.02,2.89
2024-03-29 13:00:00,715.53,2024-03-29,13,31.57,2.73
2024-03-29 14:00:00,584.56,2024-03-29,14,31.76,2.63
2024-03-29 15:00:00,427.84,2024-03-29,15,31.57,2.6
2024-03-29 16:00:00,253.02,2024-03-29,16,31.02,2.63
2024-03-29 17:00:00,77.39,2024-03-29,17,30.15,2.73
2024-03-29 18:00:00,0.0,2024-03-29,18,29.01,2.89
2024-03-29 19:00:00,0.0,2024-03-29,19,27.68,3.1
2024-03-29 20:00:00,0.0,2024-03-29,20,26.26,3.34
2024-03-29 21:00:00,0.0,2024-03-29,21,24.83,3.6
2024-03-29 22:00:00,0.0,2024-03-29,22,23.51,3.86
2024-03-29 23:00:00,0.0,2024-03-29,23,22.37,4.1
2024-03-30 00:00:00,0.0,2024-03-30,0,21.92,4.28
2024-03-30 01:00:00,0.0,2024-03-30,1,21.37,4.44
2024-03-30 02:00:00,0.0,2024-03-30,2,21.18,4.54
2024-03-30 03:00:00,0.0,2024-03-30,3,21.37,4.58
2024-03-30 04:00:00,0.0,2024-03-30,4,21.92,4.54
2024-03-30 05:00:00,0.0,2024-03-30,5,22.8,4.44
2024-03-30 06:00:00,75.8,2024-03-30,6,23.93,4.28
2024-03-30 07:00:00,251.93,2024-03-30,7,25.26,4.08
2024-03-30 08:00:00,446.72,2024-03-30,8,26.68,3.84
2024-03-30 09:00:00,628.71,2024-03-30,9,28.11,3.58
2024-03-30 10:00:00,759.88,2024-03-30,10,29.43,3.32
2024-03-30 11:00:00,813.63,2024-03-30,11,30.57,3.08
2024-03-30 12:00:00,791.38,2024-03-30,12,31.45,2.87
2024-03-30 13:00:00,713.96,2024-03-30,13,32.0,2.71
2024-03-30 14:00:00,598.06,2024-03-30,14,32.18,2.61
2024-03-30 15:00:00,446.72,2024-03-30,15,32.0,2.58
2024-03-30 16:00:00,264.84,2024-03-30,16,31.45,2.61
2024-03-30 17:00:00,80.67,2024-03-30,17,30.57,2.71
2024-03-30 18:00:00,0.0,2024-03-30,18,29.43,2.87
2024-03-30 19:00:00,0.0,2024-03-30,19,28.11,3.08
2024-03-30 20:00:00,0.0,2024-03-30,20,26.68,3.32
2024-03-30 21:00:00,0.0,2024-03-30,21,25.26,3.58
2024-03-30 22:00:00,0.0,2024-03-30,22,23.93,3.84
2024-03-30 23:00:00,0.0,2024-03-30,23,22.8,4.08
2024-03-31 00:00:00,0.0,2024-03-31,0,22.12,4.19
2024-03-31 01:00:00,0.0,2024-03-31,1,21.57,4.34
2024-03-31 02:00:00,0.0,2024-03-31,2,21.38,4.44
2024-03-31 03:00:00,0.0,2024-03-31,3,21.57,4.48
2024-03-31 04:00:00,0.0,2024-03-31,4,22.12,4.44
2024-03-31 05:00:00,0.0,2024-03-31,5,22.99,4.34
2024-03-31 06:00:00,78.97,2024-03-31,6,24.13,4.19
2024-03-31 07:00:00,263.57,2024-03-31,7,25.46,3.98
2024-03-31 08:00:00,465.33,2024-03-31,8,26.88,3.74
2024-03-31 09:00:00,641.79,2024-03-31,9,28.31,3.48
2024-03-31 10:00:00,757.71,2024-03-31,10,29.63,3.22
2024-03-31 11:00:00,802.59,2024-03-31,11,30.77,2.98
2024-03-31 12:00:00,788.7,2024-03-31,12,31.65,2.77
2024-03-31 13:00:00,729.03,2024-03-31,13,32.2,2.61
2024-03-31 14:00:00,622.63,2024-03-31,14,32.38,2.51
2024-03-31 15:00:00,465.33,2024-03-31,15,32.2,2.48
2024-03-31 16:00:00,271.68,2024-03-31,16,31.65,2.51
2024-03-31 17:00:00,82.07,2024-03-31,17,30.77,2.61
2024-03-31 18:00:00,0.0,2024-03-31,18,29.63,2.77
2024-03-31 19:00:00,0.0,2024-03-31,19,28.31,2.98
2024-03-31 20:00:00,0.0,2024-03-31,20,26.88,3.22
2024-03-31 21:00:00,0.0,2024-03-31,21,25.46,3.48
2024-03-31 22:00:00,0.0,2024-03-31,22,24.13,3.74
2024-03-31 23:00:00,0.0,2024-03-31,23,22.99,3.98
2024-04-01 00:00:00,0.0,2024-04-01,0,22.07,4.02
2024-04-01 01:00:00,0.0,2024-04-01,1,21.52,4.18
2024-04-01 02:00:00,0.0,2024-04-01,2,21.33,4.28
2024-04-01 03:00:00,0.0,2024-04-01,3,21.52,4.32
2024-04-01 04:00:00,0.0,2024-04-01,4,22.07,4.28
2024-04-01 05:00:00,0.0,2024-04-01,5,22.94,4.18
2024-04-01 06:00:00,83.62,2024-04-01,6,24.08,4.02
2024-04-01 07:00:00,274.97,2024-04-01,7,25.41,3.82
2024-04-01 08:00:00,474.94,2024-04-01,8,26.83,3.57
2024-04-01 09:00:00,639.56,2024-04-01,9,28.25,3.32
2024-04-01 10:00:00,746.71,2024-04-01,10,29.58,3.06
2024-04-01 11:00:00,798.74,2024-04-01,11,30.72,2.82
2024-04-01 12:00:00,803.7,2024-04-01,12,31.59,2.61
2024-04-01 13:00:00,756.97,2024-04-01,13,32.14,2.45
2024-04-01 14:00:00,646.41,2024-04-01,14,32.33,2.35
2024-04-01 15:00:00,474.94,2024-04-01,15,32.14,2.32
2024-04-01 16:00:00,272.05,2024-04-01,16,31.59,2.35
2024-04-01 17:00:00,82.49,2024-04-01,17,30.72,2.45
2024-04-01 18:00:00,0.0,2024-04-01,18,29.58,2.61
2024-04-01 19:00:00,0.0,2024-04-01,19,28.25,2.82
2024-04-01 20:00:00,0.0,2024-04-01,20,26.83,3.06
2024-04-01 21:00:00,0.0,2024-04-01,21,25.41,3.32
2024-04-01 22:00:00,0.0,2024-04-01,22,24.08,3.57
2024-04-01 23:00:00,0.0,2024-04-01,23,22.94,3.82
2024-04-02 00:00:00,0.0,2024-04-02,0,21.82,3.82
2024-04-02 01:00:00,0.0,2024-04-02,1,21.27,3.98
2024-04-02 02:00:00,0.0,2024-04-02,2,21.08,4.08
2024-04-02 03:00:00,0.0,2024-04-02,3,21.27,4.11
2024-04-02 04:00:00,0.0,2024-04-02,4,21.82,4.08
2024-04-02 05:00:00,0.0,2024-04-02,5,22.7,3.98
2024-04-02 06:00:00,88.24,2024-04-02,6,23.83,3.82
2024-04-02 07:00:00,281.01,2024-04-02,7,25.16,3.61
2024-04-02 08:00:00,473.11,2024-04-02,8,26.58,3.37
2024-04-02 09:00:00,629.63,2024-04-02,9,28.01,3.11
2024-04-02 10:00:00,741.95,2024-04-02,10,29.33,2.85
2024-04-02 11:00:00,812.2,2024-04-02,11,30.47,2.61
2024-04-02 12:00:00,832.34,2024-04-02,12,31.35,2.4
2024-04-02 13:00:00,783.56,2024-04-02,13,31.9,2.24
2024-04-02 14:00:00,657.46,2024-04-02,14,32.08,2.14
2024-04-02 15:00:00,473.11,2024-04-02,15,31.9,2.11
2024-04-02 16:00:00,269.11,2024-04-02,16,31.35,2.14
2024-04-02 17:00:00,83.55,2024-04-02,17,30.47,2.24
2024-04-02 18:00:00,0.0,2024-04-02,18,29.33,2.4
2024-04-02 19:00:00,0.0,2024-04-02,19,28.01,2.61
2024-04-02 20:00:00,0.0,2024-04-02,20,26.58,2.85
2024-04-02 21:00:00,0.0,2024-04-02,21,25.16,3.11
2024-04-02 22:00:00,0.0,2024-04-02,22,23.83,3.37
2024-04-02 23:00:00,0.0,2024-04-02,23,22.7,3.61
2024-04-03 00:00:00,0.0,2024-04-03,0,21.51,3.6
2024-04-03 01:00:00,0.0,2024-04-03,1,20.96,3.76
2024-04-03 02:00:00,0.0,2024-04-03,2,20.77,3.86
2024-04-03 03:00:00,0.0,2024-04-03,3,20.96,3.89
2024-04-03 04:00:00,0.0,2024-04-03,4,21.51,3.86
2024-04-03 05:00:00,0.0,2024-04-03,5,22.38,3.76
2024-04-03 06:00:00,91.17,2024-04-03,6,23.52,3.6
2024-04-03 07:00:00,280.23,2024-04-03,7,24.85,3.39
2024-04-03 08:00:00,465.43,2024-04-03,8,26.27,3.15
2024-04-03 09:00:00,624.64,2024-04-03,9,27.69,2.89
2024-04-03 10:00:00,752.83,2024-04-03,10,29.02,2.63
2024-04-03 11:00:00,838.97,2024-04-03,11,30.16,2.39
2024-04-03 12:00:00,859.15,2024-04-03,12,31.03,2.18
2024-04-03 13:00:00,794.51,2024-04-03,13,31.58,2.02
2024-04-03 14:00:00,652.54,2024-04-03,14,31.77,1.92
2024-04-03 15:00:00,465.43,2024-04-03,15,31.58,1.89
2024-04-03 16:00:00,268.25,2024-04-03,16,31.03,1.92
2024-04-03 17:00:00,86.39,2024-04-03,17,30.16,2.02
2024-04-03 18:00:00,0.0,2024-04-03,18,29.02,2.18
2024-04-03 19:00:00,0.0,2024-04-03,19,27.69,2.39
2024-04-03 20:00:00,0.0,2024-04-03,20,26.27,2.63
2024-04-03 21:00:00,0.0,2024-04-03,21,24.85,2.89
2024-04-03 22:00:00,0.0,2024-04-03,22,23.52,3.15
2024-04-03 23:00:00,0.0,2024-04-03,23,22.38,3.39
2024-04-04 00:00:00,0.0,2024-04-04,0,21.26,3.39
2024-04-04 01:00:00,0.0,2024-04-04,1,20.71,3.55
2024-04-04 02:00:00,0.0,2024-04-04,2,20.53,3.65
2024-04-04 03:00:00,0.0,2024-04-04,3,20.71,3.68
2024-04-04 04:00:00,0.0,2024-04-04,4,21.26,3.65
2024-04-04 05:00:00,0.0,2024-04-04,5,22.14,3.55
2024-04-04 06:00:00,91.88,2024-04-04,6,23.28,3.39
2024-04-04 07:00:00,275.89,2024-04-04,7,24.6,3.18
2024-04-04 08:00:00,461.22,2024-04-04,8,26.03,2.94
2024-04-04 09:00:00,632.53,2024-04-04,9,27.45,2.68
2024-04-04 10:00:00,775.75,2024-04-04,10,28.78,2.43
2024-04-04 11:00:00,863.68,2024-04-04,11,29.91,2.18
2024-04-04 12:00:00,868.67,2024-04-04,12,30.79,1.98
2024-04-04 13:00:00,786.06,2024-04-04,13,31.34,1.82
2024-04-04 14:00:00,639.44,2024-04-04,14,31.53,1.72
2024-04-04 15:00:00,461.22,2024-04-04,15,31.34,1.68
2024-04-04 16:00:00,272.91,2024-04-04,16,30.79,1.72
2024-04-04 17:00:00,90.67,2024-04-04,17,29.91,1.82
2024-04-04 18:00:00,0.0,2024-04-04,18,28.78,1.98
2024-04-04 19:00:00,0.0,2024-04-04,19,27.45,2.18
2024-04-04 20:00:00,0.0,2024-04-04,20,26.03,2.43
2024-04-04 21:00:00,0.0,2024-04-04,21,24.6,2.68
2024-04-04 22:00:00,0.0,2024-04-04,22,23.28,2.94
2024-04-04 23:00:00,0.0,2024-04-04,23,22.14,3.18
2024-04-05 00:00:00,0.0,2024-04-05,0,21.21,3.23
2024-04-05 01:00:00,0.0,2024-04-05,1,20.66,3.39
2024-04-05 02:00:00,0.0,2024-04-05,2,20.47,3.49
2024-04-05 03:00:00,0.0,2024-04-05,3,20.66,3.52
2024-04-05 04:00:00,0.0,2024-04-05,4,21.21,3.49
2024-04-05 05:00:00,0.0,2024-04-05,5,22.08,3.39
2024-04-05 06:00:00,91.36,2024-04-05,6,23.22,3.23
2024-04-05 07:00:00,273.51,2024-04-05,7,24.55,3.02
2024-04-05 08:00:00,466.38,2024-04-05,8,25.97,2.78
2024-04-05 09:00:00,650.41,2024-04-05,9,27.4,2.52
2024-04-05 10:00:00,796.63,2024-04-05,10,28.72,2.26
2024-04-05 11:00:00,870.9,2024-04-05,11,29.86,2.02
2024-04-05 12:00:00,856.9,2024-04-05,12,30.74,1.81
2024-04-05 13:00:00,767.67,2024-04-05,13,31.29,1.66
2024-04-05 14:00:00,630.99,2024-04-05,14,31.47,1.56
2024-04-05 15:00:00,466.38,2024-04-05,15,31.29,1.52
2024-04-05 16:00:00,281.92,2024-04-05,16,30.74,1.56
2024-04-05 17:00:00,94.8,2024-04-05,17,29.86,1.66
2024-04-05 18:00:00,0.0,2024-04-05,18,28.72,1.81
2024-04-05 19:00:00,0.0,2024-04-05,19,27.4,2.02
2024-04-05 20:00:00,0.0,2024-04-05,20,25.97,2.26
2024-04-05 21:00:00,0.0,2024-04-05,21,24.55,2.52
2024-04-05 22:00:00,0.0,2024-04-05,22,23.22,2.78
2024-04-05 23:00:00,0.0,2024-04-05,23,22.08,3.02
2024-04-06 00:00:00,0.0,2024-04-06,0,21.41,3.13
2024-04-06 01:00:00,0.0,2024-04-06,1,20.86,3.29
2024-04-06 02:00:00,0.0,2024-04-06,2,20.67,3.39
2024-04-06 03:00:00,0.0,2024-04-06,3,20.86,3.42
2024-04-06 04:00:00,0.0,2024-04-06,4,21.41,3.39
2024-04-06 05:00:00,0.0,2024-04-06,5,22.28,3.29
2024-04-06 06:00:00,91.42,2024-04-06,6,23.42,3.13
2024-04-06 07:00:00,276.65,2024-04-06,7,24.75,2.92
2024-04-06 08:00:00,478.88,2024-04-06,8,26.17,2.68
2024-04-06 09:00:00,666.55,2024-04-06,9,27.6,2.42
2024-04-06 10:00:00,801.37,2024-04-06,10,28.92,2.16
2024-04-06 11:00:00,856.76,2024-04-06,11,30.06,1.92
2024-04-06 12:00:00,834.26,2024-04-06,12,30.94,1.72
2024-04-06 13:00:00,754.84,2024-04-06,13,31.49,1.56
2024-04-06 14:00:00,635.34,2024-04-06,14,31.67,1.46
2024-04-06 15:00:00,478.88,2024-04-06,15,31.49,1.42
2024-04-06 16:00:00,290.24,2024-04-06,16,30.94,1.46
2024-04-06 17:00:00,97.06,2024-04-06,17,30.06,1.56
2024-04-06 18:00:00,0.0,2024-04-06,18,28.92,1.72
2024-04-06 19:00:00,0.0,2024-04-06,19,27.6,1.92
2024-04-06 20:00:00,0.0,2024-04-06,20,26.17,2.16
2024-04-06 21:00:00,0.0,2024-04-06,21,24.75,2.42
2024-04-06 22:00:00,0.0,2024-04-06,22,23.42,2.68
2024-04-06 23:00:00,0.0,2024-04-06,23,22.28,2.92
2024-04-07 00:00:00,0.0,2024-04-07,0,21.84,3.11
2024-04-07 01:00:00,0.0,2024-04-07,1,21.29,3.27
2024-04-07 02:00:00,0.0,2024-04-07,2,21.11,3.37
2024-04-07 03:00:00,0.0,2024-04-07,3,21.29,3.4
2024-04-07 04:00:00,0.0,2024-04-07,4,21.84,3.37
2024-04-07 05:00:00,0.0,2024-04-07,5,22.72,3.27
2024-04-07 06:00:00,93.33,2024-04-07,6,23.86,3.11
2024-04-07 07:00:00,284.18,2024-04-07,7,25.18,2.9
2024-04-07 08:00:00,490.16,2024-04-07,8,26.61,2.66
2024-04-07 09:00:00,669.22,2024-04-07,9,28.03,2.4
2024-04-07 10:00:00,786.46,2024-04-07,10,29.36,2.14
2024-04-07 11:00:00,831.8,2024-04-07,11,30.49,1.9
2024-04-07 12:00:00,817.75,2024-04-07,12,31.37,1.7
2024-04-07 13:00:00,757.4,2024-04-07,13,31.92,1.54
2024-04-07 14:00:00,649.71,2024-04-07,14,32.11,1.44
2024-04-07 15:00:00,490.16,2024-04-07,15,31.92,1.4
2024-04-07 16:00:00,292.71,2024-04-07,16,31.37,1.44
2024-04-07 17:00:00,96.91,2024-04-07,17,30.49,1.54
2024-04-07 18:00:00,0.0,2024-04-07,18,29.36,1.7
2024-04-07 19:00:00,0.0,2024-04-07,19,28.03,1.9
2024-04-07 20:00:00,0.0,2024-04-07,20,26.61,2.14
2024-04-07 21:00:00,0.0,2024-04-07,21,25.18,2.4
2024-04-07 22:00:00,0.0,2024-04-07,22,23.86,2.66
2024-04-07 23:00:00,0.0,2024-04-07,23,22.72,2.9
2024-04-08 00:00:00,0.0,2024-04-08,0,22.41,3.17
2024-04-08 01:00:00,0.0,2024-04-08,1,21.86,3.33
2024-04-08 02:00:00,0.0,2024-04-08,2,21.68,3.43
2024-04-08 03:00:00,0.0,2024-04-08,3,21.86,3.46
2024-04-08 04:00:00,0.0,2024-04-08,4,22.41,3.43
2024-04-08 05:00:00,0.0,2024-04-08,5,23.29,3.33
2024-04-08 06:00:00,96.76,2024-04-08,6,24.43,3.17
2024-04-08 07:00:00,291.07,2024-04-08,7,25.75,2.96
2024-04-08 08:00:00,491.59,2024-04-08,8,27.18,2.72
2024-04-08 09:00:00,655.53,2024-04-08,9,28.6,2.46
2024-04-08 10:00:00,761.72,2024-04-08,10,29.93,2.2
2024-04-08 11:00:00,813.14,2024-04-08,11,31.06,1.96
2024-04-08 12:00:00,818.16,2024-04-08,12,31.94,1.76
2024-04-08 13:00:00,772.11,2024-04-08,13,32.49,1.6
2024-04-08 14:00:00,662.51,2024-04-08,14,32.68,1.5
2024-04-08 15:00:00,491.59,2024-04-08,15,32.49,1.46
2024-04-08 16:00:00,288.0,2024-04-08,16,31.94,1.5
2024-04-08 17:00:00,95.46,2024-04-08,17,31.06,1.6
2024-04-08 18:00:00,0.0,2024-04-08,18,29.93,1.76
2024-04-08 19:00:00,0.0,2024-04-08,19,28.6,1.96
2024-04-08 20:00:00,0.0,2024-04-08,20,27.18,2.2
2024-04-08 21:00:00,0.0,2024-04-08,21,25.75,2.46
2024-04-08 22:00:00,0.0,2024-04-08,22,24.43,2.72
2024-04-08 23:00:00,0.0,2024-04-08,23,23.29,2.96
2024-04-09 00:00:00,0.0,2024-04-09,0,22.98,3.3
2024-04-09 01:00:00,0.0,2024-04-09,1,22.43,3.46
2024-04-09 02:00:00,0.0,2024-04-09,2,22.24,3.56
2024-04-09 03:00:00,0.0,2024-04-09,3,22.43,3.6
2024-04-09 04:00:00,0.0,2024-04-09,4,22.98,3.56
2024-04-09 05:00:00,0.0,2024-04-09,5,23.86,3.46
2024-04-09 06:00:00,100.03,2024-04-09,6,24.99,3.3
2024-04-09 07:00:00,292.16,2024-04-09,7,26.32,3.1
2024-04-09 08:00:00,481.04,2024-04-09,8,27.74,2.85
2024-04-09 09:00:00,633.75,2024-04-09,9,29.17,2.6
2024-04-09 10:00:00,743.0,2024-04-09,10,30.49,2.34
2024-04-09 11:00:00,811.68,2024-04-09,11,31.63,2.1
2024-04-09 12:00:00,832.04,2024-04-09,12,32.51,1.89
2024-04-09 13:00:00,785.15,2024-04-09,13,33.06,1.73
2024-04-09 14:00:00,662.08,2024-04-09,14,33.24,1.63
2024-04-09 15:00:00,481.04,2024-04-09,15,33.06,1.6
2024-04-09 16:00:00,279.65,2024-04-09,16,32.51,1.63
2024-04-09 17:00:00,94.66,2024-04-09,17,31.63,1.73
2024-04-09 18:00:00,0.0,2024-04-09,18,30.49,1.89
2024-04-09 19:00:00,0.0,2024-04-09,19,29.17,2.1
2024-04-09 20:00:00,0.0,2024-04-09,20,27.74,2.34
2024-04-09 21:00:00,0.0,2024-04-09,21,26.32,2.6
2024-04-09 22:00:00,0.0,2024-04-09,22,24.99,2.85
2024-04-09 23:00:00,0.0,2024-04-09,23,23.86,3.1
2024-04-10 00:00:00,0.0,2024-04-10,0,23.41,3.49
2024-04-10 01:00:00,0.0,2024-04-10,1,22.86,3.65
2024-04-10 02:00:00,0.0,2024-04-10,2,22.68,3.75
2024-04-10 03:00:00,0.0,2024-04-10,3,22.86,3.78
2024-04-10 04:00:00,0.0,2024-04-10,4,23.41,3.75
2024-04-10 05:00:00,0.0,2024-04-10,5,24.29,3.65
2024-04-10 06:00:00,101.34,2024-04-10,6,25.43,3.49
2024-04-10 07:00:00,286.15,2024-04-10,7,26.75,3.28
2024-04-10 08:00:00,464.65,2024-04-10,8,28.18,3.04
2024-04-10 09:00:00,617.27,2024-04-10,9,29.6,2.78
2024-04-10 10:00:00,740.47,2024-04-10,10,30.93,2.52
2024-04-10 11:00:00,824.06,2024-04-10,11,32.07,2.28
2024-04-10 12:00:00,844.45,2024-04-10,12,32.94,2.08
2024-04-10 13:00:00,782.69,2024-04-10,13,33.49,1.92
2024-04-10 14:00:00,645.67,2024-04-10,14,33.68,1.82
2024-04-10 15:00:00,464.65,2024-04-10,15,33.49,1.78
2024-04-10 16:00:00,273.56,2024-04-10,16,32.94,1.82
2024-04-10 17:00:00,95.87,2024-04-10,17,32.07,1.92
2024-04-10 18:00:00,0.0,2024-04-10,18,30.93,2.08
2024-04-10 19:00:00,0.0,2024-04-10,19,29.6,2.28
2024-04-10 20:00:00,0.0,2024-04-10,20,28.18,2.52
2024-04-10 21:00:00,0.0,2024-04-10,21,26.75,2.78
2024-04-10 22:00:00,0.0,2024-04-10,22,25.43,3.04
2024-04-10 23:00:00,0.0,2024-04-10,23,24.29,3.28
2024-04-11 00:00:00,0.0,2024-04-11,0,23.62,3.71
2024-04-11 01:00:00,0.0,2024-04-11,1,23.07,3.87
2024-04-11 02:00:00,0.0,2024-04-11,2,22.88,3.97
2024-04-11 03:00:00,0.0,2024-04-11,3,23.07,4.0
2024-04-11 04:00:00,0.0,2024-04-11,4,23.62,3.97
2024-04-11 05:00:00,0.0,2024-04-11,5,24.49,3.87
2024-04-11 06:00:00,100.17,2024-04-11,6,25.63,3.71
2024-04-11 07:00:00,276.71,2024-04-11,7,26.96,3.5
2024-04-11 08:00:00,452.38,2024-04-11,8,28.38,3.26
2024-04-11 09:00:00,614.68,2024-04-11,9,29.8,3.0
2024-04-11 10:00:00,751.08,2024-04-11,10,31.13,2.74
2024-04-11 11:00:00,835.37,2024-04-11,11,32.27,2.5
2024-04-11 12:00:00,840.42,2024-04-11,12,33.14,2.29
2024-04-11 13:00:00,761.53,2024-04-11,13,33.69,2.13
2024-04-11 14:00:00,621.71,2024-04-11,14,33.88,2.03
2024-04-11 15:00:00,452.38,2024-04-11,15,33.69,2.0
2024-04-11 16:00:00,273.58,2024-04-11,16,33.14,2.03
2024-04-11 17:00:00,98.8,2024-04-11,17,32.27,2.13
2024-04-11 18:00:00,0.0,2024-04-11,18,31.13,2.29
2024-04-11 19:00:00,0.0,2024-04-11,19,29.8,2.5
2024-04-11 20:00:00,0.0,2024-04-11,20,28.38,2.74
2024-04-11 21:00:00,0.0,2024-04-11,21,26.96,3.0
2024-04-11 22:00:00,0.0,2024-04-11,22,25.63,3.26
2024-04-11 23:00:00,0.0,2024-04-11,23,24.49,3.5
2024-04-12 00:00:00,0.0,2024-04-12,0,23.57,3.92
2024-04-12 01:00:00,0.0,2024-04-12,1,23.02,4.08
2024-04-12 02:00:00,0.0,2024-04-12,2,22.83,4.18
2024-04-12 03:00:00,0.0,2024-04-12,3,23.02,4.22
2024-04-12 04:00:00,0.0,2024-04-12,4,23.57,4.18
2024-04-12 05:00:00,0.0,2024-04-12,5,24.44,4.08
2024-04-12 06:00:00,97.77,2024-04-12,6,25.58,3.92
2024-04-12 07:00:00,269.85,2024-04-12,7,26.91,3.72
2024-04-12 08:00:00,450.67,2024-04-12,8,28.33,3.48
2024-04-12 09:00:00,623.51,2024-04-12,9,29.75,3.22
2024-04-12 10:00:00,761.15,2024-04-12,10,31.08,2.96
2024-04-12 11:00:00,830.68,2024-04-12,11,32.22,2.72
2024-04-12 12:00:00,816.52,2024-04-12,12,33.09,2.51
2024-04-12 13:00:00,731.82,2024-04-12,13,33.64,2.35
2024-04-12 14:00:00,603.76,2024-04-12,14,33.83,2.25
2024-04-12 15:00:00,450.67,2024-04-12,15,33.64,2.22
2024-04-12 16:00:00,278.68,2024-04-12,16,33.09,2.25
2024-04-12 17:00:00,101.69,2024-04-12,17,32.22,2.35
2024-04-12 18:00:00,0.0,2024-04-12,18,31.08,2.51
2024-04-12 19:00:00,0.0,2024-04-12,19,29.75,2.72
2024-04-12 20:00:00,0.0,2024-04-12,20,28.33,2.96
2024-04-12 21:00:00,0.0,2024-04-12,21,26.91,3.22
2024-04-12 22:00:00,0.0,2024-04-12,22,25.58,3.48
2024-04-12 23:00:00,0.0,2024-04-12,23,24.44,3.72
2024-04-13 00:00:00,0.0,2024-04-13,0,23.32,4.11
2024-04-13 01:00:00,0.0,2024-04-13,1,22.78,4.27
2024-04-13 02:00:00,0.0,2024-04-13,2,22.59,4.37
2024-04-13 03:00:00,0.0,2024-04-13,3,22.78,4.4
2024-04-13 04:00:00,0.0,2024-04-13,4,23.32,4.37
2024-04-13 05:00:00,0.0,2024-04-13,5,24.2,4.27
2024-04-13 06:00:00,96.27,2024-04-13,6,25.34,4.11
2024-04-13 07:00:00,269.52,2024-04-13,7,26.66,3.9
2024-04-13 08:00:00,457.73,2024-04-13,8,28.09,3.66
2024-04-13 09:00:00,632.27,2024-04-13,9,29.51,3.4
2024-04-13 10:00:00,756.89,2024-04-13,10,30.84,3.15
2024-04-13 11:00:00,806.6,2024-04-13,11,31.98,2.9
2024-04-13 12:00:00,783.86,2024-04-13,12,32.85,2.7
2024-04-13 13:00:00,709.77,2024-04-13,13,33.4,2.54
2024-04-13 14:00:00,600.51,2024-04-13,14,33.59,2.44
2024-04-13 15:00:00,457.73,2024-04-13,15,33.4,2.4
2024-04-13 16:00:00,283.77,2024-04-13,16,32.85,2.44
2024-04-13 17:00:00,102.66,2024-04-13,17,31.98,2.54
2024-04-13 18:00:00,0.0,2024-04-13,18,30.84,2.7
2024-04-13 19:00:00,0.0,2024-04-13,19,29.51,2.9
2024-04-13 20:00:00,0.0,2024-04-13,20,28.09,3.15
2024-04-13 21:00:00,0.0,2024-04-13,21,26.66,3.4
2024-04-13 22:00:00,0.0,2024-04-13,22,25.34,3.66
2024-04-13 23:00:00,0.0,2024-04-13,23,24.2,3.9
2024-04-14 00:00:00,0.0,2024-04-14,0,23.01,4.24
2024-04-14 01:00:00,0.0,2024-04-14,1,22.46,4.4
2024-04-14 02:00:00,0.0,2024-04-14,2,22.27,4.5
2024-04-14 03:00:00,0.0,2024-04-14,3,22.46,4.54
2024-04-14 04:00:00,0.0,2024-04-14,4,23.01,4.5
2024-04-14 05:00:00,0.0,2024-04-14,5,23.89,4.4
2024-04-14 06:00:00,97.16,2024-04-14,6,25.02,4.24
2024-04-14 07:00:00,274.68,2024-04-14,7,26.35,4.04
2024-04-14 08:00:00,465.04,2024-04-14,8,27.77,3.8
2024-04-14 09:00:00,629.36,2024-04-14,9,29.2,3.54
